Page path and screen class,Sessions,Engaged sessions,Engagement rate,Average session duration
/lgbtq/common-ally-questions,14036,7999,0.5698917070390425,127.43825265581363
/lgbtq/symbols-ace-spectrum,8480,5585,0.6586084905660378,62.766497658608486
/lgbtq/pros-and-cons-being-ally,5093,3281,0.6442175535048105,138.90546873355586
/lgbtq,4441,3687,0.8302184192749381,151.89127149876154
/lgbtq/terminology-list,3359,2422,0.721047931,104.6203227978565
/lgbtq/frequently-asked-questions-faq,2949,1965,0.6663275686673449,158.74020125093253
/lgbtq/upcoming-events,1185,918,0.7746835443037975,119.60107051729958
/lgbtq/ohio-legal-name-change-process,1089,749,0.6877869605142333,139.7055004848485
/housing/lgbtq-living-learning-community,814,721,0.8857493857493858,103.14653542874694
/lgbtq/safe-space-and-other-trainings,789,624,0.7908745247148289,167.84568263371355
/colleges/ph/lgbtq-public-health-graduate-certificate/,721,623,0.8640776699029126,119.90287231345353
/lgbtq/center-staff,718,648,0.9025069637883009,102.98207320752088
/lgbtq/lgbtq-programs-and-events,655,606,0.9251908396946565,70.61832960610687
/lgbtq/trans-ksu,624,530,0.8493589743589743,121.50658335897435
/lgbtq/contact-us,588,500,0.8503401360544217,152.76371400850343
/lgbtq/lgbtq-community-resources,533,393,0.7373358348968105,154.5482492532833
/lgbtq/other-ace-identities,521,327,0.6276391554702495,87.41973338771594
/lgbtq/financial-support,518,410,0.7915057915057915,187.7819743861004
/lgbtq/quest-mentorship-program,479,332,0.6931106471816284,265.5620853131524
/lgbtq/student-resources,447,415,0.9284116331096197,36.13357906711409
/lgbtq/social-groups,416,345,0.8293269230769231,127.59949320673078
/lgbtq/emailing-professors,394,261,0.6624365482233503,175.38880837055837
/lgbtq/hiv-and-sti-testing-centers,386,286,0.7409326424870466,157.26949423056996
/lgbtq/transgender-resource-guide,359,264,0.7353760445682451,111.76198842339834
/lgbtq/discover-lgbtq-kent-state,352,318,0.9034090909090909,91.72148860511363
/lgbtq/ken-ditlevson-0,349,297,0.8510028653295129,167.92767555014328
/lgbtq/chosen-name-pronouns,346,282,0.815028902,141.6786363410405
/lgbtq/lgbtq-assistance-and-resources,344,294,0.8546511627906976,82.49494886627907
/lgbtq/hivsti-testing-prep-resources,339,274,0.8082595870206489,163.31663324188793
/lgbtq/rainbow-run-5k,313,223,0.7124600638977636,85.07556805
/publichealth/lgbtq-community-needs-assessment,237,174,0.7341772151898734,85.64236381856539
/csi/lgbtq-center,223,190,0.852017937,71.61597799
/lgbtq/event/holding-space,221,192,0.8687782805429864,30.941210036199095
/lgbtq/interns,214,180,0.8411214953271028,142.33582372897197
/lgbtq-studies,210,174,0.8285714285714286,124.75378975238095
/lgbtq/how-change-your-chosen-name,195,153,0.7846153846153846,152.83532613333333
/lgbtq/being-ally,194,165,0.8505154639175257,92.05979863402062
/lgbtq/semester-kick-offs,194,165,0.8505154639175257,53.143093438144334
/lgbtq/lgbtq-center-action-team-lsac,188,165,0.8776595744680851,205.03362790425533
/lgbtq/rights-ohio,184,129,0.7010869565217391,147.08559657065217
/lgbtq/flashes-pride-coming-out-poster,179,147,0.8212290502793296,89.95812918994413
/lgbtq/history-center,171,142,0.8304093567251462,118.64587485380119
/lgbtq/lavender-graduation-award-winners-keynote-speakers,171,131,0.7660818713450293,185.09107043274855
/lgbtq/students,148,124,0.8378378378378378,63.023250189189184
/lgbtq/historymonth,146,112,0.7671232876712328,174.84278354109588
/lgbtq/external-resources,143,111,0.7762237762237763,110.70378674825174
/lgbtq/how-be-ally,142,111,0.7816901408450704,128.04176904929577
/lgbtq/basic-information,139,118,0.8489208633093526,58.21540308633093
/alumni/event/lgbtq-student-and-alumni-tailgayte,127,90,0.7086614173228346,102.28092368503935
/lgbtq/get-involved,122,96,0.7868852459016393,38.88088793442623
/lgbtq/counseling-services,117,90,0.7692307692307693,63.429866547008544
/lgbtq/meghan-schwind,117,89,0.7606837606837606,125.79121732478633
/lgbtq/faculty-and-staff,114,93,0.8157894736842105,83.86029844736844
/lgbtq/lgbtq-academic-programs,113,93,0.8230088495575221,65.67901361061946
/lgbtq/center-wishlist,109,83,0.7614678899082569,223.9983086972477
/cpm/lgbtq-student-center,105,77,0.7333333333333333,104.2223334952381
/lgbtq/event/transgender-day-visibility-0,101,81,0.801980198,105.80590957425743
/lgbtq/student-orgs-other-centers,100,76,0.76,61.05089936
/lgbtq/lgbtq-student-organizations-kent-state,99,81,0.8181818181818182,195.48412909090908
/lgbtq/open-and-affirming-religious-organizations,96,79,0.8229166666666666,140.04720341666666
/stark/lgbtq-resource-center,95,77,0.8105263157894737,136.07736998947368
/lgbtq/facultystaff-resources,91,73,0.8021978021978022,89.87342754945054
/lgbtq/graduation-name-concerns,90,66,0.7333333333333333,93.10441174444445
/lgbtq/middle-high-school-students,87,63,0.7241379310344828,157.14263005747125
/lgbtq/profile/joshua-talbott,84,58,0.6904761904761905,128.78004607142856
/lgbtq/lgbtq-resources-guide,77,67,0.8701298701298701,190.32288537662336
/lgbtq/support-groups,75,54,0.72,167.23390230666666
/lgbtq/legal-services,72,51,0.7083333333333334,79.38296508333333
/alumni/lgbtq-alumni-chapter,70,50,0.7142857142857143,185.5568469857143
/lgbtq/event/2024-lavender-graduation,70,62,0.8857142857142857,173.47178492857142
/lgbtq/alumni-and-community,65,45,0.6923076923076923,42.405405123076925
/lgbtq/past-flashes-pride-posters,63,43,0.6825396825396826,183.3838820952381
/lgbtq/first-phase-1971-1986,60,35,0.5833333333333334,197.53473466666668
/multidisciplinary-studies/lgbtq-studies-0/people,57,37,0.6491228070175439,96.82789924561403
/lgbtq/chosen-vs-legal-name-communications,55,35,0.6363636363636364,136.45383701818182
/lgbtq/event/drag-race-5k,53,33,0.6226415094339622,60.21867388679246
/lgbtq/selective-service-requirement,53,44,0.8301886792452831,88.60950941509434
/lgbtq/what-asexuality-resource-guide,53,42,0.7924528301886793,158.67939860377356
/multidisciplinary-studies/lgbtq-studies-0/history,52,28,0.5384615384615384,153.03698519230767
/lgbtq/event/lgbtq-fall-semester-kick-0,51,43,0.8431372549019608,129.74171229411763
/lgbtq/archived-programs,48,30,0.625,31.286221249999997
/lgbtq/lgbt-studies-minor,48,35,0.7291666666666666,119.57042604166666
/lgbtq/flashes-pride,47,40,0.85106383,61.09158491489362
/lgbtq/parents-and-families,47,30,0.6382978723404256,67.82930204255318
/lgbtq/regional-campus-resources,45,29,0.6444444444444445,130.90670871111112
/today/news/lgbtq-trailblazers-area-high-schools-visit-campus,43,39,0.9069767441860465,367.72078960465115
/lgbtq/listserv-social-media-requests,42,31,0.7380952380952381,114.28777976190477
/multidisciplinary-studies/lgbtq-studies-0/lauren-vachon,42,27,0.6428571428571429,211.9979780238095
/lgbtq/profile/mark-evans,39,36,0.9230769230769231,141.303552
/lgbtq/trumbull-lgbtq-resources-0,38,23,0.6052631578947368,151.41752113157895
/lgbtq/event/navigating-college-student-holding-multiple-marginalized-identities,37,25,0.6756756756756757,143.50630691891894
/lgbtq/rebecca-nugent,37,23,0.6216216216216216,26.96852743243243
/lgbtq/queerplatonic-relationships,36,21,0.5833333333333334,90.99602519444444
/lgbtq/attraction-sexual-does-not-equal-romantic,35,19,0.5428571428571428,105.47392585714285
/lgbtq/lavender-celebration,35,24,0.6857142857142857,108.02113702857143
/lgbtq/creating-inclusive-classroom-gender-diverse-students,33,20,0.6060606060606061,134.6809131818182
/lgbtq/what-does-aromantic-mean,33,15,0.45454545454545453,45.30075993939394
/lgbtq/tuscarawas-lgbtq-resources-0,30,25,0.8333333333333334,177.50621183333334
/lgbtq/event/2025-lavender-graduation-ceremony,29,25,0.8620689655172413,43.49954568965517
/lgbtq/event/akron-pride-festival,29,26,0.896551724,168.24870141379313
/lgbtq/event/pokemon-themed-drag-show,29,11,0.3793103448275862,148.96278486206896
/lgbtq/profile/katie-schalmo,29,21,0.7241379310344828,68.48043855172413
/lgbtq/profile/lori-lee,29,28,0.9655172413793104,77.20055820689655
/lgbtq/profile/stacie-humm,29,20,0.6896551724137931,82.06531258620691
/multidisciplinary-studies/lgbtq-studies-testimonials,28,12,0.42857142857142855,56.959502642857146
/today/news/lgbtq-history-peace-and-conflict-studies-professor-speaks-cambridge-and-oxford,28,24,0.8571428571428571,148.6210262142857
/multidisciplinary-studies/lgbtq-studies-0/about,27,14,0.5185185185185185,89.19824085185185
/lgbtq/event/international-pronoun-day-0,26,21,0.8076923076923077,160.67324365384613
/lgbtq/event/lgbtq-facultystaff-fall-kick,24,19,0.7916666666666666,105.304491
/lgbtq/lgbtq-library,24,17,0.7083333333333334,153.1527015
/lgbtq/profile/megan-krippel,23,21,0.9130434782608695,83.28273443478261
/srvss/lgbtq-survivors,23,11,0.4782608695652174,30.510464652173912
/lgbtq/profile/laurie-donley,22,20,0.9090909090909091,248.17418868181815
/lgbtq-studies/lesbian-gay-bisexual-transgender-and-queer-studies-minor,21,11,0.5238095238095238,33.599792904761905
/lgbtq/event/decorate-bridge-downtown-kent-0,21,19,0.9047619047619048,60.6008961
/lgbtq/event/rainbow-revival-market-dan-smith-park,21,11,0.5238095238095238,39.38021452380953
/lgbtq/how-update-your-pronouns,21,11,0.5238095238095238,193.56119057142857
/lgbtq/cara-gilgenbach,20,15,0.75,33.86057205
/lgbtq/event/eating-disorder-101,20,17,0.85,144.3277671
/lgbtq/event/homecoming-parade-0,20,19,0.95,155.5697053
/lgbtq/jenna-brinker,20,10,0.5,17.20179615
/lgbtq/event/acorn-alley-rainbow-market,19,14,0.7368421052631579,46.694131052631576
/lgbtq/event/eating-disorders-lgbtq-community-0,18,14,0.7777777777777778,188.875496
/tags/lgbtq-center,18,8,0.4444444444444444,58.92131738888889
/lgbtq/ashtabula-lgbtq-resources-0,16,13,0.8125,157.1358521
/lgbtq/profile/heather-ryan,16,10,0.625,185.18524318750002
/lgbtq/event/qtpoc-social-group-23,15,14,0.9333333333333333,122.9159776
/lgbtq/profile/jennifer-mcdonald,15,13,0.8666666666666667,48.06300613333334
/lgbtq/event/acorn-alley-lgbtq-makers-market,14,9,0.6428571428571429,141.4033045
/lgbtq/sevim-mccutcheon,14,12,0.8571428571428571,30.862773928571425
/lgbtq/amanda-leu,13,10,0.7692307692307693,12.839473153846154
/lgbtq/geauga-lgbtq-resources-0,13,8,0.6153846153846154,83.49505846153845
/lgbtq/haleigh-ketler,13,8,0.6153846153846154,21.148615538461534
/lgbtq/profile/candace-olszak,13,4,0.3076923076923077,6.871703230769231
/lgbtq/profile/katie-schilling,13,8,0.6153846153846154,143.5864413846154
/lgbtq/profile/lisa-hart,13,6,0.46153846153846156,65.08587176923076
/lgbtq/stark-lgbtq-resources-0,13,9,0.6923076923076923,121.72321338461539
/lgbtq/event/drag-brunch-brunch-boots,12,10,0.8333333333333334,191.51297566666668
/lgbtq/event/quest-kick-0,12,11,0.9166666666666666,137.1820445
/lgbtq/profile/jill-church,12,10,0.8333333333333334,295.0172938333333
/lgbtq/profile/julie-cremeans-smith,12,9,0.75,19.057177916666667
/multidisciplinary-studies/lgbtq-studies-0/study-abroad,12,3,0.25,63.281560500000005
/tags/lgbtq-student-center,12,5,0.4166666666666667,4.98279975
/publichealth/news/lgbtq-specific-community-needs-assessment-efforts-expand-mahoning-valley,11,8,0.7272727272727273,398.5808101818182
/tags/lgbtq,11,3,0.2727272727272727,109.74999645454545
/cpph/lgbtq-community-needs-assessment,10,7,0.7,61.712857799999995
/events/day/2024-01-25/lgbtq-voices-special-collections-archives-exhibit,10,9,0.9,21.922140199999998
/lgbtq/event/ally-workshop,10,10,1,202.1891185
/lgbtq/event/gender-affirming-clothing-swap,10,7,0.7,34.7290048
/lgbtq/event/lgbtq-advocacy-workshop-0,10,10,1,68.6108458
/lgbtq/event/safe-space-trans-101-training-2,10,6,0.6,67.7325375
/lgbtq/profile/gregory-m-glaus,10,5,0.5,37.145923200000006
/lgbtq/profile/marsha-kraus,10,5,0.5,275.2100853
/lgbtq/profile/scott-dotterer,10,6,0.6,106.2208169
/lgbtq/salem-lgbtq-resources-0,10,4,0.4,107.60863549999999
/lgbtq/what-does-asexual-mean,10,10,1,37.5789942
/lgbtq/eunice-reyes-0,9,5,0.5555555555555556,9.608680111111111
/lgbtq/event/lgbtq-open-mic-night,9,5,0.5555555555555556,26.95753988888889
/lgbtq/event/so-your-kid-came-out-lgbtqwhat-now-1,9,9,1,120.18128433333332
/lgbtq/profile/kristen-barath,9,4,0.4444444444444444,46.936499
/lgbtq/profile/meghan-miller,9,6,0.6666666666666666,20.547940444444446
/lgbtq/profile/rachael-nolan,9,7,0.7777777777777778,18.077274555555555
/lgbtq/event/drag-bingo-dinner,8,6,0.75,195.8006959
/lgbtq/event/quest-meeting-4,8,6,0.75,169.6560293
/lgbtq/event/safe-space-trans-101-training-1,8,8,1,175.4734275
/lgbtq/guest-speaker-assi-azar,8,2,0.25,7.752766125000001
/lgbtq/kent-trans-resources-0,8,6,0.75,386.7272056
/lgbtq/profile/laura-rodriguez,8,6,0.75,126.8579401
/lgbtq/profile/lori-boes,8,8,1,9.864504125
/lgbtq/profile/maureen-keating,8,2,0.25,134.0328774
/lgbtq/profile/nicholas-kane,8,4,0.5,258.00007612499996
/blog/tag/lgbtq+,7,7,1,31.936602142857144
/lgbtq/event/drag-bingo,7,5,0.7142857142857143,233.47417199999998
/lgbtq/event/pride-trivia-night,7,4,0.5714285714285714,470.87117785714287
/lgbtq/event/qommunity-social-group-18,7,6,0.8571428571428571,58.27888471428572
/lgbtq/event/safe-space-ally-training-2,7,7,1,105.54433514285714
/lgbtq/other-aro-identities,7,6,0.8571428571428571,65.420124
/lgbtq/profile/robert-marinaro,7,5,0.7142857142857143,28.011836
/lgbtq/profile/scott-swan,7,3,0.42857142857142855,6.2913375714285715
/lgbtq/profile/stephanie-boyle,7,3,0.42857142857142855,364.7884355714286
/lgbtq/resources-near-campus,7,3,0.42857142857142855,239.55067328571428
/lgbtq/third-friday-out,7,6,0.8571428571428571,341.69145457142855
/tags/lgbtq-community,7,2,0.2857142857142857,5.519248857142857
/lgbtq/1990s,6,4,0.6666666666666666,18.198834166666668
/lgbtq/beginning,6,5,0.8333333333333334,329.66603016666664
/lgbtq/columbiana-county-lgbtq-resources,6,3,0.5,39.4013985
/lgbtq/event/flashes-pride-unveiling-party-0,6,6,1,14.620119166666667
/lgbtq/event/friday-night-social-board-and-bevy,6,4,0.6666666666666666,14.227439333333335
/lgbtq/event/lgbtq-protests-and-demonstrations-panel,6,6,1,388.01453100000003
/lgbtq/event/qtpoc-social-group-21,6,3,0.5,106.02056333333333
/lgbtq/event/queer-art-show,6,5,0.8333333333333334,31.413169666666665
/lgbtq/event/safe-space-trans-101-training-0,6,6,1,61.37061616666667
/lgbtq/event/so-your-kid-came-out-lgbtqwhat-now-2,6,6,1,29.991967333333335
/lgbtq/profile/jackie-knutti,6,0,0,2.221118
/lgbtq/profile/jennifer-sayre,6,2,0.3333333333333333,129.20116566666667
/lgbtq/profile/john-white,6,4,0.6666666666666666,201.02690366666664
/lgbtq/profile/kim-myford,6,3,0.5,54.2654325
/lgbtq/profile/kyana-mojica,6,2,0.3333333333333333,20.30352016666667
/lgbtq/profile/marshall-hill,6,3,0.5,55.77117533333333
/tags/lgbtq-0,6,0,0,0
/community/weeks-of-change/lgbtq,5,5,1,21.6995298
/lgbtq/2000s,5,3,0.6,325.6786114
/lgbtq/event/qtpoc-social-group-17,5,5,1,177.6569976
/lgbtq/event/safe-space-ally-training-1,5,4,0.8,55.8729284
/lgbtq/event/safe-space-ally-training-5,5,4,0.8,112.73845779999999
/lgbtq/event/social-group-joint-celebration-0,5,5,1,86.66219720000001
/lgbtq/profile/kathleen-wiler,5,2,0.4,38.245239399999996
/lgbtq/profile/leslie-dickard,5,2,0.4,102.19180159999999
/lgbtq/profile/linnea-ray,5,1,0.2,6.8851648
/lgbtq/profile/marianne-martens,5,4,0.8,57.345868800000005
/lgbtq/profile/nick-vasiloff,5,3,0.6,18.9109208
/news/video/lgbtq-student-center-kent-state,5,2,0.4,31.9282026
/people-and-culture/news/lgbtq-student-center-plays-host-rainbow-run-5k,5,4,0.8,66.1537614
/publichealth/news/lgbtq-community-needs-assessment-update,5,4,0.8,92.4134366
/csi/lgbtq,4,3,0.75,120.613136
/lgbtq/event/asexual-rtd,4,4,1,136.980486
/lgbtq/event/courageously-queer-storytelling-queer-joy,4,1,0.25,9.92579275
/lgbtq/event/flashes-pride-photos-session-1-0,4,4,1,39.25449075
/lgbtq/event/homecoming-tailgayte-1,4,4,1,178.0575795
/lgbtq/event/qommunity-social-group-19,4,3,0.75,242.8286198
/lgbtq/event/qommunity-social-group-24,4,4,1,231.495244
/lgbtq/event/safe-space-ally-training-3,4,4,1,131.0774095
/lgbtq/kent-state-services,4,3,0.75,363.9119843
/lgbtq/profile/carolyn-offutt,4,2,0.5,284.677683
/lgbtq/profile/curtis-burkeen,4,2,0.5,9.187255
/lgbtq/profile/irene-skleres,4,3,0.75,61.59883675
/lgbtq/profile/john-hardesty,4,0,0,7.45110475
/lgbtq/profile/pamela-lafleur,4,4,1,29.0750675
/today/news/lgbtqa-living-learning-community-continues-thrive-virtually,4,4,1,86.16687875
/lgbtq/2010s-through-present,3,3,1,23.864185333333335
/lgbtq/east-liverpool-lgbtq-resources-0,3,0,0,1.879777
/lgbtq/event/qommunity-social-group-17,3,3,1,33.176272000000004
/lgbtq/event/qommunity-social-group-30,3,1,0.3333333333333333,18.007685666666667
/lgbtq/event/qtpoc-social-group-16,3,3,1,417.0081006666667
/lgbtq/event/qtpoc-social-group-18,3,3,1,98.87532900000001
/lgbtq/event/qtpoc-social-group-19,3,3,1,21.580659999999998
/lgbtq/event/transgender-day-visibility-1,3,2,0.6666666666666666,148.57247833333335
/lgbtq/profile/danielle-weiser-cline,3,0,0,6.491524666666667
/lgbtq/profile/elan-caruso,3,2,0.6666666666666666,107.449547
/lgbtq/profile/heather-cook,3,1,0.3333333333333333,567.2934696666666
/lgbtq/profile/jennifer-cunningham,3,3,1,55.27830566666666
/lgbtq/profile/jennifer-garretson,3,3,1,15.101571333333332
/lgbtq/profile/kailyn-hill,3,1,0.3333333333333333,9.478775333333333
/lgbtq/profile/kayla-hunt,3,1,0.3333333333333333,11.512251999999998
/lgbtq/profile/kim-rufra,3,2,0.6666666666666666,11.417137666666667
/lgbtq/profile/kimberly-ferguson,3,1,0.3333333333333333,21.707503
/lgbtq/profile/laura-gaugler,3,0,0,1.4131280000000002
/lgbtq/profile/lorie-evans,3,3,1,166.800985
/lgbtq/profile/lucy-atkinson,3,2,0.6666666666666666,14.027565666666668
/lgbtq/profile/nicolas-hernandez,3,0,0,2.122529
/lgbtq/profile/rachel-cordy,3,2,0.6666666666666666,85.105539
/lgbtq/profile/sara-morato-sobeh,3,1,0.3333333333333333,1.5299716666666667
/lgbtq/profile/seth-newell,3,2,0.6666666666666666,8.524831666666666
/lgbtq/profile/shelby-urchek,3,2,0.6666666666666666,12.709094666666667
/lgbtq/safe-space-allies,3,3,1,26.474645666666664
/people-and-culture/news/lgbtq-student-center-offers-social-mentorship-and-research-opportunities,3,3,1,329.883588
/people-and-culture/news/lgbtq-student-center-year-review-17-18,3,3,1,34.02781133333333
/previous-catalogs/2023-2024/colleges/ph/lgbtq-public-health-graduate-certificate/,3,3,1,86.27557966666666
/college-of-public-health/masters-public-health/lgbtqhealth,2,1,0.5,1.4695485
/kickoff/event/lgbtq-fall-kick,2,2,1,499.9361365
/kickoff/event/lgbtqia-living-learning-program-llp-kickoff,2,2,1,5.367784
/lgbtq/clone-alicia-robinson,2,1,0.5,5.98449
/lgbtq/coming-out-party,2,1,0.5,388.347868
/lgbtq/event/2024-alumni-reception,2,2,1,45.5065905
/lgbtq/event/2025-alumni-reception-lavender-graduation,2,2,1,93.7522605
/lgbtq/event/coming-out-rtd-1,2,2,1,25.0441665
/lgbtq/event/flashes-pride-photos-session-2-0,2,2,1,12.4985075
/lgbtq/event/qommunity-social-group-14,2,2,1,553.230343
/lgbtq/event/qommunity-social-group-15,2,2,1,167.373035
/lgbtq/event/qommunity-social-group-16,2,2,1,54.3453335
/lgbtq/event/qommunity-social-group-23,2,2,1,33.2827975
/lgbtq/event/qommunity-social-group-28,2,2,1,39.1165605
/lgbtq/event/qtpoc-social-group-22,2,2,1,198.0631745
/lgbtq/event/qtpoc-social-group-27,2,2,1,371.0772805
/lgbtq/event/queer-art-show-0,2,2,1,8.7494685
/lgbtq/event/quest-meeting-6,2,2,1,99.21023
/lgbtq/event/safe-space-ally-training-4,2,2,1,57.384326
/lgbtq/event/social-group-joint-celebration-1,2,2,1,858.066003
/lgbtq/ksu-lgbtq-instagram,2,0,0,0
/lgbtq/profile/carmen-daniel,2,1,0.5,15.08034
/lgbtq/profile/carol-jones,2,1,0.5,6.681991
/lgbtq/profile/don-gromala,2,0,0,4.5429275
/lgbtq/profile/edward-collins,2,1,0.5,447.7525045
/lgbtq/profile/elishua-rasho,2,0,0,2.7162685
/lgbtq/profile/evelyn-bailey-tuttle,2,0,0,1.1201505
/lgbtq/profile/holly-allison,2,2,1,27.7062535
/lgbtq/profile/jamie-oriti,2,0,0,3.571773
/lgbtq/profile/jason-roth,2,1,0.5,11.316503
/lgbtq/profile/johanna-pionke,2,2,1,75.649781
/lgbtq/profile/john-granny,2,2,1,60.5853525
/lgbtq/profile/liz-driscoll-dewitt,2,0,0,4.5481475
/lgbtq/profile/maghan-maloy,2,1,0.5,13.19171
/lgbtq/profile/matthew-hill,2,0,0,0.522388
/lgbtq/profile/meghan-casar,2,0,0,0
/lgbtq/profile/mollie-radzinski,2,0,0,1.0083985
/lgbtq/profile/pamela-wind,2,1,0.5,1.8832425
/lgbtq/profile/patricia-tulino,2,1,0.5,1.7596725
/lgbtq/profile/shawn-gordon,2,0,0,5.085501
/lgbtq/resources-genderqueernonbinary-individuals,2,0,0,2.337327
/lgbtq/resources-trans-women,2,0,0,2.359007
/lgbtq/trans-specific-resources,2,0,0,5.232058
/people-and-culture/news/lgbtq-centers-summit-may-2019-and-fall-2019-tailgayte-and-rainbow-run-5k,2,0,0,0
/purple-umbrella/lgbtq-center,2,2,1,44.119658
/studentlife/news/lgbtq-center-marks-10-year-milestone,2,1,0.5,7.9920995
/studentlife/news/lgbtq-center-recipient-grant-quest-mentorship-program,2,2,1,45.304666
/cas/news/lgbtq-pioneer-dolores-noll-memorial-be-held-feb-11,1,1,1,323.067601
/kickoff/event/lgbtqia-llc-meet-greet,1,1,1,14.049032
/lgbtq/assi-azar,1,0,0,4.518283
/lgbtq/chosen-name-kent-state,1,1,1,8.136183
/lgbtq/dave-elswick,1,0,0,7.123717
/lgbtq/event/lgbtq-advocacy-workshop-1,1,1,1,8.142987
/lgbtq/event/qommunity-social-group-21,1,1,1,40.046989
/lgbtq/event/qommunity-social-group-27,1,1,1,24.275244
/lgbtq/event/qommunity-social-group-29,1,1,1,38.157075
/lgbtq/event/qommunity-social-group-31,1,1,1,13.376451
/lgbtq/event/qtpoc-social-group-15,1,1,1,37.064495
/lgbtq/event/qtpoc-social-group-24,1,1,1,85.178083
/lgbtq/event/quest-meeting-1,1,1,1,46.117507
/lgbtq/event/quest-meeting-7,1,1,1,21.770291
/lgbtq/event/safe-space-trans-101-training-3,1,1,1,186.91564
/lgbtq/event/social-groups-end-semester-social,1,1,1,47.168146
/lgbtq/gender-inclusive-resources,1,1,1,153.928613
/lgbtq/gender-questioning-resources,1,1,1,60.029973
/lgbtq/gsm-news-ohio,1,1,1,33.96487
/lgbtq/lgbtq-education-information,1,1,1,12.784744
/lgbtq/more-aroace-information,1,1,1,6.27165
/lgbtq/national-and-international-news,1,0,0,0
/lgbtq/profile/chris-hurley,1,1,1,47.932658
/lgbtq/profile/christopher-woods,1,1,1,684.630778
/lgbtq/profile/dianna-penny,1,0,0,0
/lgbtq/profile/emily-gathright,1,0,0,1.010992
/lgbtq/profile/emily-grubb,1,1,1,12.665436
/lgbtq/profile/grace-hoffman,1,1,1,6.979049
/lgbtq/profile/jeanne-ely,1,1,1,28.886126
/lgbtq/profile/jehan-hill,1,0,0,5.176475
/lgbtq/profile/jenna-brinker,1,1,1,54.635689
/lgbtq/profile/jessica-leu,1,0,0,4.662645
/lgbtq/profile/kathy-kinzer-downs,1,0,0,2.892126
/lgbtq/profile/kelly-stillwagon,1,1,1,20.546811
/lgbtq/profile/kimberly-maurice,1,0,0,0
/lgbtq/profile/krishnamurit-murniadi,1,0,0,0
/lgbtq/profile/kristen-carvajal,1,0,0,5.189221
/lgbtq/profile/liz-lewis,1,0,0,0
/lgbtq/profile/madelle-swaney,1,1,1,11.488944
/lgbtq/profile/nick-barber,1,1,1,107.238117
/lgbtq/profile/pat-sweeney,1,1,1,18.572482
/lgbtq/profile/paul-merlo,1,0,0,0
/lgbtq/profile/phillip-reed,1,0,0,4.650383
/lgbtq/profile/priscilla-gaona,1,0,0,0
/lgbtq/profile/sarah-hatton,1,0,0,0
/lgbtq/profile/shawn-starcher,1,0,0,6.48104
/lgbtq/profile/stephanie-jalwan,1,0,0,0
/lgbtq/profile/susan-bereck,1,1,1,13.957546
/lgbtq/resources-trans-men,1,1,1,227.654667
/lgbtq/whats-news,1,1,1,10.390929
/people-and-culture/news/lgbtq-center-celebrates-homecoming,1,1,1,20.569349
/special-collections-and-archives/search-special-collections/lgbtq,1,1,1,54.535266
/special-collections-and-archives/search-special-collections/lgbtq%2B,1,1,1,85.666002
/tag/lgbtq+,1,1,1,60.219101
